Name,DataType,Description,DataTypeID,Retentive,Force2,DisplayFormat,ArrayDimension1,ArrayDimension2,Publish,MarkAsUsed,MaxLength,InitialValue,DataSource,DataSourceClsid,IOAddress,IOAddressOffset,IOAddressAlias,Input_VTL,Output_VTL,DisplayName,OPCAccessLevel,extra_properties
R01163,INT,mirror of CH4_GAS_LVL4,,YES,,Decimal,0,0,External Read/Write,NO,16,20,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01163,,,,,,Private,
R01164,INT,mirror of CO_GAS_LVL4,,YES,,Decimal,0,0,External Read/Write,NO,16,180,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01164,,,,,,Private,
R01165,INT,mirror of CH4_GAS_LVL5,,YES,,Decimal,0,0,External Read/Write,NO,16,20,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01165,,,,,,Private,
R01166,INT,mirror of CO_GAS_LVL5,,YES,,Decimal,0,0,External Read/Write,NO,16,420,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01166,,,,,,Private,
R01167,INT,mirror of FN01_ANEM,,YES,,Decimal,0,0,External Read/Write,NO,16,1801,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01167,,,,,,Private,
R01168,INT,mirror of CV04_TT01_RAW,,YES,,Decimal,0,0,External Read/Write,NO,16,6864,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01168,,,,,,Private,
R01169,INT,mirror of CV04_TT02_RAW,,YES,,Decimal,0,0,External Read/Write,NO,16,6654,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01169,,,,,,Private,
R01170,INT,mirror of CV04_TT03_RAW,,YES,,Decimal,0,0,External Read/Write,NO,16,6904,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01170,,,,,,Private,
R01171,INT,mirror of CV04_TT04_RAW,,YES,,Decimal,0,0,External Read/Write,NO,16,7064,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01171,,,,,,Private,
R01172,INT,mirror of CV04_TT05_RAW,,YES,,Decimal,0,0,External Read/Write,NO,16,7204,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01172,,,,,,Private,
R01173,WORD,mirror of CV04_MTR1_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01173,,,,,,Private,
R01174,WORD,mirror of CV04_MTR1_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01174,,,,,,Private,
R01175,WORD,mirror of CV04_MTR1_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01175,,,,,,Private,
R01176,WORD,mirror of CV04_MTR1_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01176,,,,,,Private,
R01177,WORD,mirror of CV04_MTR1_VSD_FLT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01177,,,,,,Private,
R01178,WORD,mirror of CV04_LCU_STRT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01178,,,,,,Private,
R01179,WORD,mirror of CV04_LCU1_NISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01179,,,,,,Private,
R01180,WORD,mirror of CV04_LCU_ESP,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01180,,,,,,Private,
R01181,WORD,mirror of CV04_LCU_BLTDFTBYP,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01181,,,,,,Private,
R01182,WORD,mirror of CV04_PULLSW1A,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01182,,,,,,Private,
R01183,WORD,mirror of CV04_PULLSW1B,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01183,,,,,,Private,
R01184,WORD,mirror of CV04_PULLSW2A,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01184,,,,,,Private,
R01185,WORD,mirror of CV04_PULLSW2B,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01185,,,,,,Private,
R01186,WORD,mirror of CV04_PULLSW3A,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01186,,,,,,Private,
R01187,WORD,mirror of CV04_PULLSW3B,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01187,,,,,,Private,
R01188,WORD,mirror of CV04_PULLSW4A,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01188,,,,,,Private,
R01189,WORD,mirror of CV04_PULLSW4B,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01189,,,,,,Private,
R01190,WORD,mirror of CV04_BLTDF1,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01190,,,,,,Private,
R01191,WORD,mirror of CV04_BLTDF2,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01191,,,,,,Private,
R01192,WORD,mirror of CV04_BLTDF3,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01192,,,,,,Private,
R01193,WORD,mirror of CV04_BLTDF8,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01193,,,,,,Private,
R01194,WORD,mirror of CV04_BLTDF7,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01194,,,,,,Private,
R01195,WORD,mirror of CV04_BLTDF6,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01195,,,,,,Private,
R01196,WORD,mirror of CV04_USPD,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01196,,,,,,Private,
R01197,WORD,mirror of CV04_BLTRIP_01,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01197,,,,,,Private,
R01198,WORD,mirror of CV04_BLTRIP_02,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01198,,,,,,Private,
R01199,WORD,mirror of CV04_BLTRIP_03,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01199,,,,,,Private,
R01200,WORD,mirror of CV04_BLTRIP_04,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01200,,,,,,Private,
R01201,WORD,mirror of CV04_BLTRIP_05,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01201,,,,,,Private,
R01202,WORD,mirror of CV04_BLTRIP_06,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01202,,,,,,Private,
R01203,WORD,mirror of CV04_PULLSW5A,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01203,,,,,,Private,
R01204,WORD,mirror of CV04_PULLSW5B,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01204,,,,,,Private,
R01205,WORD,mirror of CV04_BRK1_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01205,,,,,,Private,
R01206,WORD,mirror of CV04_BRK1_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01206,,,,,,Private,
R01207,WORD,mirror of CV04_BRK1_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01207,,,,,,Private,
R01208,WORD,mirror of CV04_BRK1_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01208,,,,,,Private,
R01209,WORD,mirror of CV04_BRK1_TOL,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01209,,,,,,Private,
R01210,WORD,mirror of CV04_BLCU1_STRT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01210,,,,,,Private,
R01211,WORD,mirror of CV04_BLCU1_ISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01211,,,,,,Private,
R01212,WORD,mirror of CV04_BRK1_LIFT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01212,,,,,,Private,
R01213,WORD,mirror of CV04_MTR1_VSD_RUN,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01213,,,,,,Private,
R01214,WORD,mirror of CV04_MTR2_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01214,,,,,,Private,
R01215,WORD,mirror of CV04_MTR2_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01215,,,,,,Private,
R01216,WORD,mirror of CV04_MTR2_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01216,,,,,,Private,
R01217,WORD,mirror of CV04_MTR2_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01217,,,,,,Private,
R01218,WORD,mirror of CV04_MTR2_VSD_FLT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01218,,,,,,Private,
R01219,WORD,mirror of CV04_LCU2_NISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01219,,,,,,Private,
R01220,WORD,mirror of CV04_MTR2_VSD_RUN,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01220,,,,,,Private,
R01221,WORD,mirror of CV04_BRK_SPD,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01221,,,,,,Private,
R01222,WORD,mirror of CV04_BRK2_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01222,,,,,,Private,
R01223,WORD,mirror of CV04_BRK2_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01223,,,,,,Private,
R01224,WORD,mirror of CV04_BRK2_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01224,,,,,,Private,
R01225,WORD,mirror of CV04_BRK2_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01225,,,,,,Private,
R01226,WORD,mirror of CV04_BRK2_TOL,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01226,,,,,,Private,
R01227,WORD,mirror of CV04_BLCU2_STRT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01227,,,,,,Private,
R01228,WORD,mirror of CV04_BLCU2_ISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01228,,,,,,Private,
R01229,WORD,mirror of CV04_BRK2_LIFT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01229,,,,,,Private,
R01230,WORD,mirror of FV01A_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01230,,,,,,Private,
R01231,WORD,mirror of FV01A_MTR_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01231,,,,,,Private,
R01232,WORD,mirror of FV01A_MTR_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01232,,,,,,Private,
R01233,WORD,mirror of FV01A_MTR_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01233,,,,,,Private,
R01234,WORD,mirror of FV01A_MTR_TOL,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01234,,,,,,Private,
R01235,WORD,mirror of FV01A_MTR_THM,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01235,,,,,,Private,
R01236,WORD,mirror of FV01_LCU_STRT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01236,,,,,,Private,
R01237,WORD,mirror of FV01A_LCU_ISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01237,,,,,,Private,
R01238,WORD,mirror of FV01_LCU_ESP,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01238,,,,,,Private,
R01239,WORD,mirror of FV01B_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01239,,,,,,Private,
R01240,WORD,mirror of FV01B_MTR_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01240,,,,,,Private,
R01241,WORD,mirror of FV01B_MTR_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01241,,,,,,Private,
R01242,WORD,mirror of FV01B_MTR_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01242,,,,,,Private,
R01243,WORD,mirror of FV01B_MTR_TOL,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01243,,,,,,Private,
R01244,WORD,mirror of FV01B_MTR_THM,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01244,,,,,,Private,
R01245,WORD,mirror of FV01B_LCU_ISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01245,,,,,,Private,
R01246,WORD,mirror of FV01C_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01246,,,,,,Private,
R01247,WORD,mirror of FV01C_ACT_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01247,,,,,,Private,
R01248,WORD,mirror of FV01C_ACT_OPNC,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01248,,,,,,Private,
R01249,WORD,mirror of FV01C_ACT_CLSC,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01249,,,,,,Private,
R01250,WORD,mirror of FV01C_ACT_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01250,,,,,,Private,
R01251,WORD,mirror of FV01C_ACT_EOL,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01251,,,,,,Private,
R01252,WORD,mirror of FV01C_LCU_OPN,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01252,,,,,,Private,
R01253,WORD,mirror of FV01C_LCU_CLS,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01253,,,,,,Private,
R01254,WORD,mirror of FV01C_LCU_ISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01254,,,,,,Private,
R01255,WORD,mirror of FV01C_ACT_OSW,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01255,,,,,,Private,
R01256,WORD,mirror of FV01C_ACT_CSW,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01256,,,,,,Private,
R01257,WORD,mirror of FV02A_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01257,,,,,,Private,
R01258,WORD,mirror of FV02A_MTR_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01258,,,,,,Private,
R01259,WORD,mirror of FV02A_MTR_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01259,,,,,,Private,
R01260,WORD,mirror of FV02A_MTR_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01260,,,,,,Private,
R01261,WORD,mirror of FV02A_MTR_TOL,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01261,,,,,,Private,
R01262,WORD,mirror of FV02A_MTR_THM,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01262,,,,,,Private,
R01263,WORD,mirror of FV02_LCU_STRT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01263,,,,,,Private,
R01264,WORD,mirror of FV02A_LCU_ISO,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01264,,,,,,Private,
R01265,WORD,mirror of FV02_LCU_ESP,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01265,,,,,,Private,
R01266,WORD,mirror of FV02B_CTRP,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01266,,,,,,Private,
R01267,WORD,mirror of FV02B_MTR_CB,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01267,,,,,,Private,
R01268,WORD,mirror of FV02B_MTR_CONT,,YES,,Decimal,0,0,External Read/Write,NO,16,0,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01268,,,,,,Private,
R01269,WORD,mirror of FV02B_MTR_ELR,,YES,,Decimal,0,0,External Read/Write,NO,16,1,Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R01269,,,,,,Private,
